Alert,Username,Source IP,Destination IP,Source Asset,Destination Asset,Source Account,Destination Account,Source Port,Destination Port,Error Code,Event ID,Affected Workload,Log Source,Scheduled Task Name,Firewall Name,Service,Object ID/Target User ID,Logon Type,Computer Name,Hostname,Timestamp
IPS Alert Detected,user7584,162.237.100.164,81.152.172.195,Asset24,Asset74,source_account423,destination_account177,49626,37995,ERR8387,EVT5956,OneDrive,log_source8,task_39,firewall_14,service_45,0525d6e1-8dfd-4532-bbe8-04e4d5f27ebc,Interactive,comp_83,host_19,2024-07-30 03:43:45
Alerting to Successful Login from Foreign IP,user6863,81.235.134.112,49.83.187.96,Asset39,Asset96,source_account68,destination_account279,59962,7922,ERR4719,EVT5060,OneDrive,log_source87,task_30,firewall_2,service_44,f742a6a9-f9cf-428c-a6ce-d6ea14bec3ce,Interactive,comp_1,host_55,2024-07-23 09:43:57
Multiple VPN login failures for the same User,user1099,245.32.152.221,151.28.154.171,Asset27,Asset11,source_account809,destination_account296,33984,26918,ERR6872,EVT8557,Exchange,log_source21,task_46,firewall_14,service_10,fc9d86e7-2bd5-49c0-8a81-a8dd2fa8fe83,RemoteInteractive,comp_6,host_46,2024-07-19 10:44:54
Removal of Exchange Mailbox Right Delegation,user856,80.131.238.240,32.81.73.167,Asset67,Asset66,source_account682,destination_account197,39344,47149,ERR9659,EVT7025,SharePoint,log_source92,task_18,firewall_10,service_19,a7120bb3-879c-4d6e-8476-625bcf6f69bc,RemoteInteractive,comp_13,host_20,2024-07-09 17:53:25
User Added to Office 365 Administrator Role,user3437,199.178.131.254,6.241.196.92,Asset23,Asset72,source_account663,destination_account757,44423,34422,ERR9151,EVT1704,Exchange,log_source40,task_6,firewall_5,service_22,f14afa7f-62de-427b-b61e-4f8dc5358e42,Interactive,comp_66,host_66,2024-07-24 18:42:25
Multiple login failures for the same User - 0365,user8626,3.54.204.128,60.67.165.113,Asset31,Asset49,source_account721,destination_account230,59887,63595,ERR1290,EVT7813,OneDrive,log_source70,task_18,firewall_11,service_39,78a77839-c317-4585-bfce-ac2ca3fc6057,Network,comp_100,host_100,2024-08-01 07:10:50
User Account Was Locked out,user8372,32.8.33.65,123.179.212.155,Asset81,Asset60,source_account224,destination_account265,13737,8216,ERR3505,EVT9084,Teams,log_source92,task_6,firewall_15,service_50,52e031cd-e59c-4c0b-b265-1a6ef076c8db,Interactive,comp_89,host_85,2024-07-16 17:15:16
Multiple login failures for the same User,user7964,234.148.79.212,65.13.93.229,Asset78,Asset93,source_account650,destination_account829,63870,8475,ERR6980,EVT9325,SharePoint,log_source56,task_45,firewall_2,service_49,6c90edc8-5100-447d-b3b4-bfa34ee6184b,Network,comp_60,host_57,2024-07-31 12:28:29
MFA Removed from a Device,user2933,144.53.214.59,82.188.226.120,Asset100,Asset35,source_account154,destination_account300,36320,33495,ERR9456,EVT9093,SharePoint,log_source55,task_27,firewall_18,service_44,68b73180-e809-4aa4-b3fa-1facc477ab85,Interactive,comp_56,host_46,2024-07-21 01:00:12
Multiple login failures for the same User,user5410,131.231.41.111,217.199.255.229,Asset35,Asset30,source_account194,destination_account237,19214,37599,ERR9543,EVT9167,Exchange,log_source100,task_8,firewall_14,service_6,75b6df41-0d19-4136-999d-963850691fe8,Network,comp_67,host_78,2024-07-21 09:09:28
Mass file download by single user - O365 remotely access 4 new assets,user6715,202.158.92.250,59.158.100.208,Asset30,Asset97,source_account308,destination_account320,3248,63343,ERR3756,EVT3248,Exchange,log_source59,task_16,firewall_7,service_49,bf076949-f03d-4078-af6e-ad9673971b83,RemoteInteractive,comp_36,host_100,2024-07-27 23:11:43
Account - O365 Exchange Suspicious Mailbox Right Delegation,user4700,141.253.99.6,191.219.247.215,Asset61,Asset42,source_account773,destination_account217,2362,5562,ERR5335,EVT8815,Exchange,log_source78,task_18,firewall_20,service_6,7e82000a-e448-4bb5-b106-d7730f604c0d,RemoteInteractive,comp_13,host_51,2024-07-15 08:59:32
Multiple login failures for the same User,user2040,74.249.159.246,58.205.36.206,Asset59,Asset53,source_account158,destination_account285,26555,14661,ERR7554,EVT1448,OneDrive,log_source95,task_27,firewall_2,service_31,0a279194-b243-4cee-a68b-a00b86810d79,Network,comp_74,host_91,2024-07-17 20:47:07
Multiple login failures for the same User - 0365,user1247,250.12.114.230,86.117.178.228,Asset30,Asset96,source_account354,destination_account692,54824,8554,ERR5652,EVT6979,SharePoint,log_source17,task_44,firewall_12,service_1,339fe7cf-13e8-4fd2-bd59-28cdaee3c74e,Network,comp_41,host_98,2024-07-06 18:57:06
Account - O365 Exchange Suspicious Mailbox Right Delegation,user2637,74.158.207.66,208.12.233.170,Asset75,Asset93,source_account350,destination_account748,57454,30155,ERR5062,EVT7481,OneDrive,log_source50,task_37,firewall_17,service_31,3feecdea-5a76-4a24-9179-aacbc61ae4ab,Network,comp_7,host_81,2024-07-24 23:19:20
Multiple login failures for the same User,user909,67.221.210.70,233.116.244.92,Asset48,Asset63,source_account173,destination_account134,15077,31308,ERR2988,EVT1508,Teams,log_source74,task_3,firewall_14,service_21,40e33b57-1a81-4c1b-9310-9f92bd8d50b9,Interactive,comp_58,host_83,2024-07-31 16:43:27
Multiple login failures for the same User - 0365,user5670,228.90.236.178,31.237.67.153,Asset37,Asset30,source_account620,destination_account781,24393,44103,ERR3876,EVT5893,SharePoint,log_source36,task_40,firewall_19,service_40,d0555b5e-997a-432a-a758-b0946e619daf,Network,comp_51,host_61,2024-07-04 19:36:44
Mass file delete,user5126,218.233.214.40,98.158.88.29,Asset29,Asset40,source_account265,destination_account124,31229,11974,ERR2863,EVT3577,SharePoint,log_source16,task_18,firewall_8,service_50,f39ac8a4-b089-41a9-ac17-a87c856f11db,Interactive,comp_75,host_30,2024-07-04 22:13:25
A User Account Was Deleted,user2424,114.250.168.183,37.27.77.119,Asset54,Asset48,source_account730,destination_account209,56282,27523,ERR2750,EVT9575,OneDrive,log_source95,task_19,firewall_1,service_3,96daa793-e505-4c3f-8cb1-76a1628892d1,Network,comp_37,host_35,2024-07-17 21:45:37
Removal of Exchange Mailbox Right Delegation,user2962,92.249.123.193,88.21.48.186,Asset12,Asset81,source_account850,destination_account85,54266,44261,ERR6644,EVT5699,Exchange,log_source95,task_15,firewall_2,service_17,01f40c09-8cb0-4364-9efa-53fcfea95b38,RemoteInteractive,comp_79,host_10,2024-07-11 23:47:43
Mass file delete,user8653,66.17.142.197,132.73.95.64,Asset14,Asset85,source_account833,destination_account101,56939,25915,ERR8708,EVT9794,OneDrive,log_source80,task_33,firewall_6,service_21,e527883c-c819-4174-8581-25e1b82cf32b,RemoteInteractive,comp_17,host_24,2024-07-25 07:05:50
User Added to Office 365 Administrator Role,user6855,66.207.101.63,201.71.63.215,Asset25,Asset60,source_account139,destination_account187,39066,64899,ERR7088,EVT3932,Exchange,log_source65,task_13,firewall_13,service_31,071aee58-d6f1-47ac-8e2b-c81e0325c68b,Interactive,comp_55,host_5,2024-07-18 04:43:03
Alerting to Successful Login from Foreign IP,user6226,156.139.104.8,253.119.223.169,Asset13,Asset12,source_account903,destination_account267,24588,32887,ERR7541,EVT1281,Exchange,log_source34,task_40,firewall_6,service_28,25f1f95c-e69e-41bf-b1dd-71bf108e9bba,RemoteInteractive,comp_43,host_18,2024-07-15 07:09:31
Users or Group Add Operation Detected by User,user1410,55.88.252.203,250.93.44.41,Asset68,Asset50,source_account821,destination_account177,20565,3433,ERR4937,EVT4041,SharePoint,log_source18,task_45,firewall_9,service_11,ad293604-0731-40e2-829c-52b6bcc191f4,RemoteInteractive,comp_40,host_52,2024-07-28 03:01:12
Alerting to Successful Login from Foreign IP,user2542,217.226.191.180,36.110.229.225,Asset1,Asset87,source_account158,destination_account123,63903,63944,ERR7873,EVT7222,Teams,log_source3,task_28,firewall_4,service_32,64cb6d5d-b6f9-46ab-bb77-2d5e899c519b,Network,comp_94,host_46,2024-07-08 02:34:15
Alerting to Successful Login from Foreign IP,user9813,52.152.140.80,53.69.55.246,Asset56,Asset97,source_account610,destination_account768,21156,48571,ERR7090,EVT6110,Teams,log_source37,task_5,firewall_11,service_16,4e2f80ba-f607-4918-9abc-96d5b2cb647c,RemoteInteractive,comp_54,host_62,2024-07-17 17:24:02
Multiple login failures for the same User - 0365,user4012,139.177.161.57,172.202.205.121,Asset38,Asset10,source_account589,destination_account132,57826,29946,ERR3303,EVT5651,OneDrive,log_source13,task_35,firewall_7,service_6,c01c9f07-9ec1-4d73-a29a-550fe6abc6c9,RemoteInteractive,comp_7,host_40,2024-07-06 12:44:02
Multiple login failures for the same User - 0365,user6686,8.73.3.62,219.223.37.72,Asset22,Asset12,source_account39,destination_account678,19299,42102,ERR4841,EVT4246,OneDrive,log_source82,task_36,firewall_8,service_12,4aaa1497-6547-4898-8a11-701720322144,Interactive,comp_58,host_16,2024-07-17 23:37:00
Mass file delete by single user - O365,user4961,23.236.196.250,190.25.49.43,Asset55,Asset45,source_account652,destination_account99,29575,3065,ERR7795,EVT1761,SharePoint,log_source75,task_39,firewall_7,service_6,041a2d16-1501-40d1-8b5e-c6cdd1a6bbba,Network,comp_94,host_78,2024-07-26 05:03:49
A User Account Was Deleted,user6724,152.57.40.243,109.138.21.141,Asset92,Asset43,source_account204,destination_account20,27833,22760,ERR5622,EVT8250,SharePoint,log_source77,task_11,firewall_17,service_39,de1f17b3-b05c-4c52-9216-715c387c4db5,Network,comp_93,host_68,2024-08-03 01:17:04
Mass file delete by single user - O365,user8916,71.138.165.165,117.126.53.167,Asset55,Asset1,source_account644,destination_account417,3043,7439,ERR4926,EVT2652,SharePoint,log_source46,task_4,firewall_11,service_26,931b92d9-e745-4f1c-8589-05779ad16824,RemoteInteractive,comp_100,host_96,2024-07-30 03:56:41
Mass file delete,user7458,12.189.107.154,42.149.126.120,Asset28,Asset15,source_account397,destination_account528,58424,45475,ERR1712,EVT6430,Teams,log_source67,task_11,firewall_9,service_43,8c91ccb6-7a8e-4df3-9233-30f133f0a063,Network,comp_64,host_90,2024-07-12 00:54:12
Multiple login failures for the same User - Windows,user9742,35.17.183.131,175.26.13.81,Asset21,Asset60,source_account236,destination_account950,65180,13436,ERR3460,EVT1831,OneDrive,log_source54,task_12,firewall_20,service_12,0a0dd1b0-1d9a-4e93-b7e4-2d93a61b7991,Network,comp_31,host_12,2024-07-08 08:12:33
Users or Group Add Operation Detected by User,user6274,77.247.92.51,33.113.38.39,Asset33,Asset14,source_account394,destination_account798,42712,15794,ERR8943,EVT8969,OneDrive,log_source87,task_40,firewall_2,service_14,97869c72-7a97-4685-9e9d-3fd1b4f9cfa6,Network,comp_68,host_94,2024-07-19 14:43:26
Multiple login failures for the same User - Windows,user3522,247.227.139.194,236.97.204.26,Asset18,Asset76,source_account740,destination_account146,32409,44109,ERR2915,EVT9581,Teams,log_source100,task_25,firewall_7,service_33,a5852911-2fd6-4cfd-888e-cd75282b08ab,Network,comp_36,host_38,2024-07-13 02:32:48
Mass file download by single user - O365 remotely access 4 new assets,user8870,216.172.196.80,218.193.185.151,Asset33,Asset77,source_account935,destination_account115,35331,19986,ERR7061,EVT7649,SharePoint,log_source43,task_42,firewall_3,service_32,82a05be6-099d-4f3e-866c-bc38ada613c8,Interactive,comp_7,host_55,2024-07-31 12:45:26
Multiple login failures for the same User - Windows,user1346,192.134.89.45,195.132.67.208,Asset28,Asset8,source_account416,destination_account100,7379,5477,ERR8283,EVT2420,Teams,log_source7,task_12,firewall_12,service_29,f0bdef0f-6ca8-463a-942e-12ccb48f2d4c,Network,comp_95,host_11,2024-07-15 19:18:23
Alerting to Successful Login from Foreign IP,user3123,122.99.97.163,163.53.172.56,Asset22,Asset21,source_account54,destination_account5,41659,14015,ERR3221,EVT9927,Exchange,log_source59,task_18,firewall_16,service_6,5992eb03-340b-4ef1-9c72-0ea7de5c27ac,Network,comp_19,host_61,2024-07-23 16:31:01
Inbox Forwarding Rule Created,user8047,212.108.162.244,153.145.83.223,Asset93,Asset45,source_account196,destination_account661,34767,50036,ERR7194,EVT5353,OneDrive,log_source46,task_27,firewall_6,service_8,706a6552-08f3-4a24-898c-85a14aa25a96,RemoteInteractive,comp_75,host_1,2024-07-09 07:22:18
MFA Removed from a Device,user1707,96.50.31.7,183.128.63.242,Asset55,Asset93,source_account224,destination_account495,13355,11390,ERR9484,EVT6179,Teams,log_source3,task_12,firewall_20,service_33,82d78f46-bdcf-4d1f-a77c-7e4f4eaac473,Interactive,comp_98,host_20,2024-07-15 17:57:52
Multiple login failures for the same User - 0365,user5204,193.218.42.194,102.203.220.56,Asset25,Asset70,source_account986,destination_account854,15000,46819,ERR7121,EVT1389,OneDrive,log_source17,task_26,firewall_20,service_38,2f277e09-4d23-4121-9941-1e76f2db34b1,RemoteInteractive,comp_53,host_5,2024-07-09 13:48:18
MFA Removed from a Device,user620,207.126.58.239,126.82.219.98,Asset53,Asset13,source_account437,destination_account507,42996,59331,ERR1546,EVT4473,SharePoint,log_source75,task_32,firewall_6,service_4,a04d943c-f359-4130-a504-c7f403367cf5,Network,comp_32,host_94,2024-07-16 10:27:31
Alerting to Successful Login from Foreign IP,user3588,73.168.32.211,234.157.94.12,Asset21,Asset43,source_account486,destination_account218,21912,56784,ERR4175,EVT6062,SharePoint,log_source36,task_27,firewall_20,service_37,2b46f08c-9970-410a-b08b-947fe3c05d53,RemoteInteractive,comp_53,host_5,2024-07-19 11:53:23
Account - O365 Exchange Suspicious Mailbox Right Delegation,user1186,26.149.172.190,4.120.235.179,Asset3,Asset32,source_account675,destination_account471,43775,6131,ERR3782,EVT9286,SharePoint,log_source6,task_41,firewall_12,service_19,6d5f7498-980f-475a-8a80-9cb02de9a6cb,Interactive,comp_67,host_11,2024-07-08 11:30:27
Mass file delete,user3255,127.84.197.115,105.227.213.244,Asset20,Asset41,source_account925,destination_account211,29506,41686,ERR6677,EVT2502,SharePoint,log_source23,task_19,firewall_15,service_33,aff7d2bf-8911-423c-ba87-9695fb3a959f,RemoteInteractive,comp_27,host_70,2024-07-18 19:02:12
User Added to Office 365 Administrator Role,user2454,29.194.155.187,161.187.214.134,Asset13,Asset59,source_account187,destination_account734,13324,12496,ERR2699,EVT2307,Teams,log_source15,task_22,firewall_9,service_31,218a1301-caa6-43e4-bce3-8754e0c02ed7,Network,comp_58,host_6,2024-07-25 21:12:26
Users or Group Add Operation Detected by User,user6251,131.151.64.237,224.184.64.186,Asset91,Asset34,source_account737,destination_account944,28899,15721,ERR3155,EVT7463,Teams,log_source83,task_8,firewall_14,service_43,28d41fc1-18b4-405e-b5d5-e52ac40df912,RemoteInteractive,comp_75,host_7,2024-07-19 11:00:10
Mass file download by single user - O365 remotely access 4 new assets,user7679,9.131.3.167,216.100.57.15,Asset74,Asset10,source_account310,destination_account583,24812,46359,ERR5942,EVT8885,Exchange,log_source79,task_35,firewall_17,service_38,a1a167c0-6ccc-40c3-9807-16dc834d542a,Network,comp_58,host_72,2024-07-08 07:54:14
MFA Removed from a Device,user4492,63.171.222.233,123.1.136.218,Asset37,Asset83,source_account123,destination_account36,14489,20067,ERR3421,EVT8544,Teams,log_source48,task_12,firewall_1,service_17,fedb90f3-2900-455c-8ea4-6b6d067b6e0d,Network,comp_14,host_4,2024-07-31 13:44:33
Mass file download by single user - O365 remotely access 4 new assets,user2780,218.167.79.170,56.189.222.15,Asset53,Asset44,source_account337,destination_account492,30784,17642,ERR5605,EVT2121,SharePoint,log_source47,task_4,firewall_6,service_28,eb3c8f15-7a9a-4e45-8bdb-204bc3fa84d7,RemoteInteractive,comp_5,host_66,2024-07-11 13:39:45
Multiple login failures for the same User - Windows,user7287,49.37.61.235,221.206.106.74,Asset88,Asset27,source_account918,destination_account788,23142,31227,ERR1129,EVT9303,OneDrive,log_source51,task_23,firewall_3,service_19,6812ab01-b63d-4568-b5a2-434d79fe65dd,Network,comp_91,host_79,2024-07-27 00:50:41
MFA Removed from a Device,user4477,62.24.172.159,240.28.154.103,Asset92,Asset79,source_account205,destination_account543,8274,39638,ERR6778,EVT3364,Exchange,log_source18,task_27,firewall_11,service_10,f63b9360-1350-492f-9af9-1f22080f4bcb,Interactive,comp_62,host_81,2024-07-05 07:24:05
Multiple login failures for the same User - Windows,user7172,131.228.159.185,216.241.83.191,Asset19,Asset78,source_account229,destination_account782,25787,15240,ERR9976,EVT6307,SharePoint,log_source84,task_46,firewall_12,service_2,367613a6-f1a4-4100-8cb5-6266f2c0a629,RemoteInteractive,comp_4,host_25,2024-07-17 20:36:46
A User Account Was Deleted,user3254,175.109.106.91,10.73.230.115,Asset19,Asset89,source_account672,destination_account219,58342,51990,ERR3115,EVT3342,OneDrive,log_source31,task_14,firewall_18,service_18,f7b2d747-3a42-4dcc-99fa-897a81af2e03,RemoteInteractive,comp_52,host_81,2024-07-19 07:40:32
Multiple VPN login failures for the same User,user7542,3.204.174.178,121.9.126.201,Asset37,Asset20,source_account330,destination_account216,11238,57231,ERR7694,EVT1051,OneDrive,log_source20,task_20,firewall_6,service_21,07f9e305-00c4-4c0a-a4c8-bd29b2baa7e8,RemoteInteractive,comp_42,host_13,2024-07-25 01:14:33
Mass file delete by single user - O365,user4180,93.155.250.149,43.18.196.254,Asset5,Asset69,source_account527,destination_account172,15761,14483,ERR4360,EVT4161,OneDrive,log_source60,task_50,firewall_14,service_19,11758aa2-909b-47ed-a3db-c28d749bbe49,Network,comp_62,host_66,2024-07-06 09:57:15
A Scheduled Task Was Disabled,user2906,156.208.8.21,21.5.207.163,Asset35,Asset87,source_account297,destination_account984,55361,40657,ERR7376,EVT7261,Exchange,log_source23,task_19,firewall_13,service_23,0fcd0269-3fc9-4790-8db8-567874511279,RemoteInteractive,comp_93,host_43,2024-07-25 07:10:14
IPS Alert Detected,user9447,61.136.149.76,174.128.44.195,Asset9,Asset42,source_account401,destination_account115,50484,54183,ERR5064,EVT2177,OneDrive,log_source1,task_7,firewall_6,service_27,b2ada188-b1f4-4764-b469-1348a7e3246b,Network,comp_24,host_33,2024-07-23 08:49:33
Multiple login failures for the same User,user6364,39.28.247.20,115.169.51.122,Asset77,Asset68,source_account99,destination_account458,53906,60020,ERR2030,EVT9372,SharePoint,log_source56,task_18,firewall_16,service_37,f060f183-91f1-479d-ab76-ededc49f2f7b,RemoteInteractive,comp_98,host_46,2024-07-31 16:03:53
Multiple login failures for the same User - 0365,user9658,35.152.55.177,132.252.69.51,Asset15,Asset23,source_account331,destination_account707,31100,7182,ERR6242,EVT4294,SharePoint,log_source6,task_15,firewall_15,service_20,385a494d-1ac0-4b06-bb7e-d3ac87e53b15,Interactive,comp_66,host_39,2024-07-23 01:01:19
Alerting to Successful Login from Foreign IP,user9224,119.20.1.241,13.184.126.120,Asset10,Asset89,source_account977,destination_account817,24629,23706,ERR7070,EVT7002,SharePoint,log_source48,task_42,firewall_6,service_12,bc188421-a3d0-4d7e-b7a0-7b12ecee1ec4,Interactive,comp_89,host_94,2024-07-06 13:36:24
Users or Group Add Operation Detected by User,user5409,32.175.174.237,185.177.11.29,Asset68,Asset33,source_account989,destination_account292,48554,4072,ERR5799,EVT9263,OneDrive,log_source29,task_36,firewall_12,service_39,0eb75b9e-9d9b-457b-9af3-808da7f79fbb,RemoteInteractive,comp_99,host_20,2024-07-05 00:41:19
Multiple login failures for the same User - 0365,user1734,146.119.115.89,160.41.10.99,Asset52,Asset69,source_account570,destination_account694,21157,9985,ERR9751,EVT8720,Exchange,log_source62,task_18,firewall_4,service_12,5226d83a-2839-42d1-93ee-94dc8668876b,Interactive,comp_94,host_13,2024-07-18 00:12:15
Multiple login failures for the same User - Windows,user6675,173.188.66.250,155.245.218.10,Asset81,Asset37,source_account800,destination_account16,3703,37987,ERR8482,EVT1300,SharePoint,log_source32,task_35,firewall_3,service_45,e9d83d12-4bd5-47d0-b945-564ea3c67460,RemoteInteractive,comp_33,host_65,2024-07-10 13:44:21
MFA Removed from a Device,user8377,245.13.163.180,115.9.214.70,Asset27,Asset35,source_account456,destination_account876,38654,17916,ERR4430,EVT2761,SharePoint,log_source26,task_7,firewall_4,service_10,fb912d77-3e9f-4d96-9747-b82722a22af4,Network,comp_87,host_22,2024-07-11 22:36:20
User Added to Office 365 Administrator Role,user8810,242.83.127.148,79.158.155.57,Asset46,Asset31,source_account159,destination_account620,47320,9616,ERR5766,EVT4260,Teams,log_source15,task_35,firewall_8,service_18,a4a0c9f1-73a3-4507-baf4-5cffe6c686c1,RemoteInteractive,comp_37,host_87,2024-07-25 15:47:05
Mass file delete,user9298,137.40.177.57,91.215.197.92,Asset53,Asset30,source_account852,destination_account552,11137,29675,ERR6077,EVT9768,Exchange,log_source45,task_7,firewall_19,service_7,003b3f48-bdcf-40f8-abaa-7999344fdafe,Interactive,comp_95,host_78,2024-07-11 19:48:49
User Added to Office 365 Administrator Role,user9673,122.56.107.60,29.172.192.200,Asset58,Asset93,source_account145,destination_account645,11618,63117,ERR3748,EVT8258,OneDrive,log_source58,task_2,firewall_10,service_2,de45e6e1-465a-4aa6-b811-334670959e0d,RemoteInteractive,comp_43,host_44,2024-07-19 23:18:13
MFA Removed from a Device,user9096,217.148.169.58,94.201.134.207,Asset68,Asset1,source_account949,destination_account421,48979,52695,ERR3787,EVT7454,SharePoint,log_source55,task_2,firewall_12,service_40,52dbe57d-7b13-4786-b3ac-79fc90b2714d,RemoteInteractive,comp_65,host_80,2024-07-13 12:35:27
Account - O365 Exchange Suspicious Mailbox Right Delegation,user8255,199.228.107.177,249.76.222.196,Asset88,Asset3,source_account927,destination_account453,22465,38666,ERR3492,EVT9425,Exchange,log_source19,task_49,firewall_13,service_22,5d5928a6-b397-40fb-a7db-4c34f096c021,RemoteInteractive,comp_36,host_30,2024-07-22 23:23:31
Mass file download by single user - O365 remotely access 4 new assets,user5053,233.253.5.12,212.92.248.192,Asset18,Asset10,source_account423,destination_account222,8110,62502,ERR9194,EVT3782,SharePoint,log_source31,task_35,firewall_7,service_1,db4d9358-d171-43bf-a72d-9a3a353a5598,RemoteInteractive,comp_26,host_30,2024-07-23 13:37:43
Removal of Exchange Mailbox Right Delegation,user4708,188.14.10.75,214.100.9.246,Asset3,Asset57,source_account935,destination_account473,33053,46267,ERR6696,EVT7265,SharePoint,log_source43,task_31,firewall_10,service_16,0338c68d-b00a-439d-99ae-b653f570159f,RemoteInteractive,comp_69,host_29,2024-07-28 05:56:09
Mass file delete,user7111,100.178.220.51,141.145.22.122,Asset99,Asset29,source_account540,destination_account358,63894,15653,ERR7606,EVT2576,OneDrive,log_source26,task_38,firewall_11,service_45,d67c7c64-ffa7-4842-9371-3e6b06e030fb,RemoteInteractive,comp_60,host_77,2024-07-26 01:01:39
A Scheduled Task Was Disabled,user230,144.128.54.34,117.9.162.190,Asset83,Asset61,source_account566,destination_account123,65466,26261,ERR9543,EVT9818,Teams,log_source37,task_2,firewall_11,service_20,e1548274-613c-48ad-b281-fe1eba2f2731,RemoteInteractive,comp_18,host_37,2024-07-23 08:43:10
A Scheduled Task Was Disabled,user5199,217.36.152.136,139.138.105.157,Asset7,Asset13,source_account611,destination_account859,13566,8945,ERR8301,EVT5184,Exchange,log_source11,task_39,firewall_2,service_24,eca4acbf-7d29-441e-b032-e82988171918,Network,comp_69,host_20,2024-07-27 18:10:40
IPS Alert Detected,user4769,201.231.39.76,223.206.67.164,Asset37,Asset86,source_account371,destination_account941,54672,46487,ERR6343,EVT7483,Exchange,log_source83,task_6,firewall_4,service_19,bb403c47-17be-4676-bea4-a75b9b0d91b9,Network,comp_86,host_41,2024-07-09 15:53:51
A Scheduled Task Was Disabled,user8529,117.2.147.204,111.176.53.147,Asset65,Asset41,source_account798,destination_account480,44316,41510,ERR9045,EVT9709,SharePoint,log_source66,task_35,firewall_13,service_46,f3094eaa-2d1c-4f86-956d-518efb9f8fec,RemoteInteractive,comp_28,host_97,2024-07-27 14:28:06
IPS Alert Detected,user530,38.138.234.250,179.16.254.9,Asset10,Asset37,source_account809,destination_account551,13366,59117,ERR9063,EVT5961,Teams,log_source28,task_10,firewall_14,service_12,fa0be64a-27d6-4abd-8c1c-9d5289bbc949,Interactive,comp_1,host_14,2024-07-29 03:36:26
IPS Alert Detected,user4075,105.155.78.34,76.212.17.57,Asset83,Asset15,source_account378,destination_account901,32452,51110,ERR6936,EVT3314,SharePoint,log_source87,task_34,firewall_12,service_7,d1b10604-b74a-454b-aca9-28812c917396,Interactive,comp_87,host_25,2024-07-18 15:51:22
Inbox Forwarding Rule Created,user4948,95.164.147.182,85.198.24.43,Asset30,Asset16,source_account865,destination_account414,5555,13651,ERR9941,EVT6816,Teams,log_source7,task_16,firewall_16,service_10,8ce11f5f-5c2e-4d40-8568-e4df7330292b,RemoteInteractive,comp_62,host_97,2024-07-19 00:49:08
A Scheduled Task Was Disabled,user5319,213.223.9.40,56.92.138.65,Asset39,Asset59,source_account805,destination_account350,60989,8432,ERR9111,EVT5834,SharePoint,log_source52,task_46,firewall_19,service_46,41192074-d46a-4be0-8e4b-967ee88ffb98,Interactive,comp_50,host_81,2024-07-27 21:22:11
Multiple login failures for the same User,user9781,18.218.12.20,5.241.185.145,Asset17,Asset15,source_account383,destination_account318,2937,20620,ERR2477,EVT4259,OneDrive,log_source97,task_41,firewall_17,service_42,b017fa8a-0dda-4db4-b8f2-5af4cb58dbd0,Interactive,comp_6,host_89,2024-07-13 14:44:04
Mass file delete by single user - O365,user4639,82.156.193.62,123.248.138.36,Asset89,Asset61,source_account168,destination_account732,3336,21974,ERR4968,EVT2243,SharePoint,log_source55,task_14,firewall_9,service_18,0ae7d05c-37f7-4d1c-b65d-a908a556b1c5,RemoteInteractive,comp_81,host_5,2024-07-28 09:38:00
User Added to Office 365 Administrator Role,user2929,76.218.236.120,116.214.122.103,Asset36,Asset44,source_account564,destination_account147,21410,25437,ERR5396,EVT8325,Exchange,log_source74,task_18,firewall_18,service_37,eb56be37-adce-47f0-9b14-7f17de9d6493,RemoteInteractive,comp_33,host_84,2024-07-24 11:25:37
Multiple login failures for the same User,user2221,78.197.83.193,25.19.46.8,Asset32,Asset69,source_account873,destination_account246,16581,54754,ERR4240,EVT6898,Teams,log_source94,task_28,firewall_2,service_1,bfcd9331-c648-46a9-8c8f-251d169c5674,Interactive,comp_88,host_3,2024-07-09 15:15:12
Users or Group Add Operation Detected by User,user8618,33.213.29.37,237.161.4.25,Asset72,Asset71,source_account91,destination_account676,52010,16529,ERR3498,EVT3573,Exchange,log_source37,task_15,firewall_10,service_10,045913d8-88f3-44fb-81da-f727a42d1d52,Interactive,comp_33,host_95,2024-07-17 17:23:43
User Account Was Locked out,user1799,158.14.28.128,144.38.209.208,Asset56,Asset8,source_account852,destination_account957,19332,22033,ERR8621,EVT5724,SharePoint,log_source34,task_2,firewall_11,service_46,83236dc8-6aad-468d-867f-75fa7298e5d2,Interactive,comp_18,host_44,2024-07-18 21:43:38
Mass file delete,user5426,222.221.131.223,247.71.205.149,Asset10,Asset59,source_account995,destination_account250,18822,42330,ERR4480,EVT8913,Teams,log_source9,task_19,firewall_20,service_7,dbb3fd13-6ed2-4d6d-ad90-b8fcc381ccbc,Network,comp_71,host_34,2024-07-05 12:48:37
User Account Was Locked out,user2813,211.119.2.155,20.220.84.132,Asset86,Asset96,source_account759,destination_account31,12513,58516,ERR7612,EVT8608,OneDrive,log_source84,task_25,firewall_10,service_11,7b4bfc22-e505-485c-8e41-1c2001ba57f7,Interactive,comp_64,host_90,2024-07-07 06:56:07
Removal of Exchange Mailbox Right Delegation,user6045,27.39.217.181,25.177.128.163,Asset61,Asset37,source_account204,destination_account913,43343,6923,ERR6405,EVT8427,Teams,log_source17,task_21,firewall_5,service_25,0fe44bc3-4334-40d8-a838-3c2b52e2b70d,Network,comp_81,host_23,2024-07-07 00:40:06
